taxonkey	countrycode
3087725	MQ
3087725	NI
3087725	PA
3087725	PE
3087725	PR
3087725	PY
3087725	SV
3087725	SR
3087725	US
3087725	VC
3087725	VE
3087725	VG
3087725	VI
3054448	CF
3054448	CM
3054448	EG
3054448	ET
3054448	ID
3054448	IN
3054448	IL
3054448	KE
3054448	ML
3054448	MM
3054448	MZ
3054448	MR
3054448	NE
3054448	NG
3054448	PK
3054448	SA
3054448	SD
3054448	SN
3054448	SO
3054448	TD
3054448	TH
3054448	TZ
3054448	ZA
3054448	ZM
3054448	ZW
3054465	AF
3054465	AL
3054465	BG
3054465	CY
3054465	DZ
3054465	EG
3054465	ES
3054465	FR
3054465	GR
3054465	IN
3054465	IR
3054465	IQ
3054465	IL
3054465	IT
3054465	JO
3054465	KZ
3054465	KW
3054465	LB
3054465	LY
3054465	MA
3054465	MT
3054465	PK
3054465	PT
3054465	SA
3054465	SY
3054465	TM
3054465	TN
3054465	TR
3054465	UA
3054465	YE
4237043	AR
4237043	BO
4237043	BR
4237043	PE
4237043	UY
5406263	KE
5406263	LS
5406263	MZ
5406263	MW
5406263	TZ
5406263	ZA
5406263	ZW
7223520	ZA
5700393	ZA
3150814	CN
3150814	JP
3150814	KR
3150814	KP
3150814	TW
3150746	CN
3150746	JP
3150753	CN
3150753	JP
3150753	MN
3150753	PL
3150753	RU
3150753	SK
3150753	UA
2985082	AO
2985082	BJ
2985082	BS
2985082	BZ
2985082	BR
2985082	CF
2985082	CI
2985082	CM
2985082	CG
2985082	CO
2985082	CR
2985082	CU
2985082	KY
2985082	DO
2985082	EC
2985082	GA
2985082	GH
2985082	GN
2985082	GM
2985082	GW
2985082	GQ
2985082	GT
2985082	GF
2985082	GY
2985082	HN
2985082	JM
2985082	LR
2985082	MX
2985082	NG
2985082	NI
2985082	PA
2985082	PR
2985082	SN
2985082	SL
2985082	SV
2985082	SR
2985082	TG
2985082	TT
2985082	US
2985082	VE
2985082	CD
2985082	ZM
3150895	AU
3150883	AU
5394917	LS
5394917	NA
5394917	ZA
5394918	ZA
3152026	US
3130610	AR
3130610	BR
3130610	PY
3130610	UY
5333315	US
2885890	AO
2885890	CI
2885890	CM
2885890	CG
2885890	GA
2885890	GH
2885890	GN
2885890	GQ
2885890	LR
2885890	NG
2885890	SL
2885890	UG
2885890	CD
2885627	BJ
2885627	CI
2885627	CM
2885627	GA
2885627	GH
2885627	KE
2885627	NG
2885627	SD
2885627	SL
2885627	UG
2885627	CD
2885828	CU
2885828	KY
2885828	DO
2885828	HT
2885828	JM
2885828	PR
2885793	BS
2885793	CU
2885793	DO
2885793	HT
2885793	JM
2885793	PR
2885793	US
5290133	AU
5290133	CN
5290133	FJ
5290133	ID
5290133	IN
5290133	JP
5290133	KH
5290133	LA
5290133	LK
5290133	MM
5290133	MY
5290133	NP
5290133	PH
5290133	PG
5290133	TH
5290133	TW
5290133	US
5290133	VN
5290136	IN
5290136	LK
5290136	MM
5290136	TH
5677535	AO
5677535	BJ
5677535	BF
5677535	BW
5677535	CI
5677535	CM
5677535	GH
5677535	GN
5677535	GM
5677535	ML
5677535	MR
5677535	MW
5677535	NA
5677535	NE
5677535	NG
5677535	SN
5677535	SL
5677535	TG
5677535	CD
5677535	ZW
5677510	CN
5677510	ID
5677510	IN
5677510	KH
5677510	LA
5677510	LK
5677510	MM
5677510	MY
5677510	TH
5677510	VN
5677150	IN
5677150	LK
5677150	MM
5677150	PK
5677150	TH
3148638	CA
3148638	US
4934732	CN
4934732	ID
4934732	IN
4934732	KH
4934732	LA
4934732	LK
4934732	MM
4934732	MY
4934732	NP
4934732	TH
4934732	VN
2706424	CR
2706424	GT
2706424	MX
2706424	SV
4134946	AR
4134946	CL
4195539	CN
4195539	ID
4195539	IN
4195539	JP
4195539	MM
4195539	MY
4195539	TH
4195539	TW
2650334	US
7371487	BZ
7371487	GT
7371487	HN
7371487	MX
7371487	SV
2947327	AM
2947327	IR
2947327	IQ
2947327	TR
2947340	MA
2947306	IR
2947306	IQ
2947306	SY
2947306	TR
2947295	EG
2947295	ER
2947295	ET
2947295	SA
2947366	IQ
2947366	TR
2947357	AM
2947357	GE
2947357	GR
2947357	IR
2947357	LB
2947357	SY
2947357	TR
2947339	IL
2947339	LB
2947307	AF
2947307	CN
2947307	IN
2947307	NP
2947307	PK
2947307	TJ
2947310	AL
2947310	BG
2947310	GR
2947310	TR
2947331	AM
2947331	CY
2947331	IQ
2947331	SY
2947331	TR
2947370	TR
2947308	KZ
2947308	KG
2947308	TJ
2947308	UZ
2947302	AF
5392267	SA
5392267	YE
8199647	EG
8199647	IQ
8199647	IL
8199647	PK
5392272	AM
5392272	AZ
5392272	IR
5392272	SY
5392272	TR
5392252	AF
5392252	AL
5392252	AM
5392252	AT
5392252	AZ
5392252	BE
5392252	BG
5392252	BA
5392252	CH
5392252	CY
5392252	CZ
5392252	DE
5392252	DK
5392252	ES
5392252	EE
5392252	FR
5392252	GB
5392252	GE
5392252	GR
5392252	HR
5392252	HU
5392252	IN
5392252	IR
5392252	IQ
5392252	IT
5392252	JO
5392252	KZ
5392252	KG
5392252	LB
5392252	LT
5392252	LV
5392252	MK
5392252	ME
5392252	NL
5392252	PK
5392252	PL
5392252	RO
5392252	RS
5392252	SK
5392252	SI
5392252	SE
5392252	SY
5392252	TJ
5392252	TM
5392252	TN
5392252	TR
5392252	UA
5392252	UZ
5392270	AL
5392270	AM
5392270	AZ
5392270	BG
5392270	CY
5392270	EG
5392270	ES
5392270	FR
5392270	GR
5392270	HR
5392270	IR
5392270	IQ
5392270	IL
5392270	IT
5392270	JO
5392270	LB
5392270	LY
5392270	MA
5392270	ME
5392270	PT
5392270	SY
5392270	TN
5392270	TR
5392268	CY
5392268	ES
5392268	GR
5392268	IT
5392268	LY
5392268	MT
5392268	TR
5371866	CA
5371866	US
5371862	CA
5371862	US
5371867	CA
5371867	MX
5371867	US
5539873	CA
5539873	MX
5539873	US
5539869	US
7065106	CA
7065106	MX
7065106	US
5371864	AT
5371864	BE
5371864	BG
5371864	BY
5371864	CA
5371864	CH
5371864	CN
5371864	CZ
5371864	DE
5371864	DK
5371864	EE
5371864	FI
5371864	FR
5371864	GB
5371864	GE
5371864	GR
5371864	HR
5371864	HU
5371864	IN
5371864	IE
5371864	IT
5371864	JP
5371864	KZ
5371864	KG
5371864	LT
5371864	LV
5371864	MD
5371864	MN
5371864	NL
5371864	NO
5371864	PL
5371864	RO
5371864	RU
5371864	RS
5371864	SK
5371864	SI
5371864	SE
5371864	UA
5371864	US
5371864	UZ
2901375	BO
2901375	PE
2901294	BO
2901294	CO
2901294	CR
2901294	EC
2901294	PA
2901294	PE
2901294	VE
3141247	LS
3141247	ZA
3141203	LS
3141203	ZA
2704847	CA
2704847	US
7304259	BD
7304259	BT
7304259	CN
7304259	IN
7304259	LA
7304259	MM
7304259	NP
7304259	TH
7304259	VN
9073542	CN
9073542	ID
9073542	IN
9073542	MM
9073542	PH
9073542	VN
3033991	JP
3033991	TW
7580207	BT
7580207	CN
7580207	IN
7580207	MM
7580207	MY
7580207	NP
4182513	VN
4181342	CN
4181342	ID
4181342	IN
4181342	KH
4181342	LA
4181342	MM
4181342	MY
4181342	NP
4181342	TH
4181342	VN
3033980	CN
4180291	CN
4179952	CN
4179952	ID
4179952	IN
4179952	KH
4179952	LA
4179952	MM
4179952	MY
4179952	TH
4179952	TW
4179952	VN
9128079	BT
9128079	CN
9128079	IN
9128079	NP
3033987	IN
3033987	LK
3033987	MM
4179064	CN
4181000	CN
4181000	JP
4181000	TW
3188794	AL
3188794	AM
3188794	AZ
3188794	BG
3188794	BY
3188794	DK
3188794	DZ
3188794	ES
3188794	EE
3188794	FR
3188794	GE
3188794	GR
3188794	IR
3188794	IT
3188794	LB
3188794	LT
3188794	LV
3188794	MD
3188794	PT
3188794	RU
3188794	SY
3188794	TN
3188794	TR
3188794	UA
3113414	AF
3113414	AL
3113414	AM
3113414	AT
3113414	AZ
3113414	BE
3113414	BG
3113414	BA
3113414	BY
3113414	CH
3113414	CN
3113414	CZ
3113414	DE
3113414	DK
3113414	ES
3113414	EE
3113414	FI
3113414	FR
3113414	GB
3113414	GE
3113414	GR
3113414	HR
3113414	HU
3113414	IN
3113414	IE
3113414	IR
3113414	IT
3113414	LT
3113414	LV
3113414	MD
3113414	MK
3113414	ME
3113414	MN
3113414	NL
3113414	NO
3113414	NP
3113414	PL
3113414	PT
3113414	RO
3113414	RU
3113414	RS
3113414	SK
3113414	SI
3113414	SE
3113414	TM
3113414	TR
3113414	UA
8485535	CN
8485535	JP
8485535	RU
8485535	TW
8485535	VN
3113283	BZ
3113283	CR
3113283	CU
3113283	GT
3113283	HN
3113283	MX
3113283	MQ
3113283	NI
3113283	PA
3113283	PR
3113283	SV
3112785	MX
3112785	US
7668163	AL
7668163	AT
7668163	BE
7668163	BA
7668163	BY
7668163	CH
7668163	CZ
7668163	DE
7668163	DK
7668163	ES
7668163	EE
7668163	FI
7668163	FR
7668163	FO
7668163	GB
7668163	HR
7668163	HU
7668163	IE
7668163	IT
7668163	KZ
7668163	LT
7668163	LV
7668163	MD
7668163	ME
7668163	NL
7668163	NO
7668163	PL
7668163	PT
7668163	RO
7668163	RU
7668163	RS
7668163	SK
7668163	SI
7668163	SE
7668163	UA
3113051	CA
3113051	MX
3113051	US
7844334	AF
7844334	AL
7844334	AM
7844334	AT
7844334	AZ
7844334	BG
7844334	BA
7844334	BY
7844334	CH
7844334	CN
7844334	CY
7844334	CZ
7844334	DE
7844334	DK
7844334	DZ
7844334	ES
7844334	EE
7844334	FI
7844334	FR
7844334	GB
7844334	GE
7844334	GR
7844334	HR
7844334	HU
7844334	IE
7844334	IR
7844334	IQ
7844334	IT
7844334	KZ
7844334	KG
7844334	LB
7844334	LT
7844334	LV
7844334	MA
7844334	MD
7844334	MK
7844334	ME
7844334	NL
7844334	NO
7844334	PK
7844334	PL
7844334	PT
7844334	RO
7844334	RU
7844334	RS
7844334	SK
7844334	SI
7844334	SE
7844334	SY
7844334	TJ
7844334	TM
7844334	TN
7844334	TR
7844334	UA
3033937	AR
3033937	AG
3033937	BO
3033937	BR
3033937	BB
3033937	CO
3033937	CR
3033937	CU
3033937	DM
3033937	EC
3033937	GT
3033937	HN
3033937	MX
3033937	NI
3033937	PA
3033937	PE
3033937	PR
3033937	VE
7760485	BO
7760485	CO
7760485	EC
7760485	GF
7760485	GY
7760485	MX
7760485	PA
7760485	PE
7760485	TT
7760485	VE
4055013	MX
4055013	NI
4055013	SV
4054691	BD
4054691	BT
4054691	CN
4054691	ID
4054691	IN
4054691	MM
4054691	MY
4054691	NP
4054691	PH
4054691	TH
4054691	VN
7293803	BO
7293803	BR
7293803	CO
7293803	PE
7293803	PY
7293803	VE
7130673	AO
7130673	BJ
7130673	BD
7130673	CF
7130673	CI
7130673	CM
7130673	EG
7130673	ER
7130673	ET
7130673	GM
7130673	ID
7130673	IN
7130673	KE
7130673	LK
7130673	ML
7130673	MM
7130673	MZ
7130673	MW
7130673	MY
7130673	NG
7130673	OM
7130673	PK
7130673	PH
7130673	SA
7130673	SD
7130673	SN
7130673	SO
7130673	TD
7130673	TH
7130673	TZ
7130673	UG
7130673	YE
7130673	ZA
7130673	CD
7130673	ZW
3039173	AI
3039173	AR
3039173	AG
3039173	BS
3039173	BZ
3039173	BM
3039173	BR
3039173	BB
3039173	CL
3039173	CO
3039173	CR
3039173	CU
3039173	KY
3039173	DM
3039173	EC
3039173	GP
3039173	GD
3039173	GT
3039173	GF
3039173	GY
3039173	HN
3039173	JM
3039173	KN
3039173	LC
3039173	MX
3039173	MS
3039173	MQ
3039173	NI
3039173	PA
3039173	PE
3039173	PR
3039173	PY
3039173	SV
3039173	SR
3039173	TT
3039173	US
3039173	VC
3039173	VE
3039173	VI
7293806	AI
7293806	AR
7293806	AG
7293806	BS
7293806	BZ
7293806	BM
7293806	BR
7293806	BB
7293806	CL
7293806	CO
7293806	CR
7293806	CU
7293806	KY
7293806	DM
7293806	EC
7293806	GP
7293806	GD
7293806	GT
7293806	GF
7293806	GY
7293806	HN
7293806	JM
7293806	KN
7293806	LC
7293806	MX
7293806	MS
7293806	MQ
7293806	NI
7293806	PA
7293806	PE
7293806	PR
7293806	SV
7293806	SR
7293806	TT
7293806	US
7293806	VC
7293806	VE
7293806	VI
3730700	CN
7332223	AM
7332223	AZ
7332223	CN
7332223	EG
7332223	GE
7332223	IR
7332223	IL
7332223	JO
7332223	KZ
7332223	KG
7332223	LB
7332223	MN
7332223	SY
7332223	TJ
7332223	TM
7332223	TR
7332223	UZ
8656018	AF
8656018	EG
8656018	ET
8656018	IR
8656018	KW
8656018	PK
8656018	SA
8656018	SY
7331435	DZ
7331435	ES
7331435	FR
7331435	IT
7331435	MA
7331435	PT
6438085	AL
6438085	BG
6438085	CY
6438085	DZ
6438085	ES
6438085	FR
6438085	GE
6438085	GR
6438085	IL
6438085	IT
6438085	JO
6438085	LB
6438085	LY
6438085	MA
6438085	PT
6438085	SY
6438085	TN
6438085	TR
6438085	UA
3595767	ES
3595767	FR
3595767	IT
3595767	PT
8332524	ES
8332524	PT
6437976	DZ
6437976	ES
6437976	FR
6437976	MA
6437976	PT
3596501	ES
3596501	FR
3596501	GR
3596501	IT
3596501	MA
3596501	PT
3596501	TR
7565242	ES
7565242	PT
2874030	AL
2874030	CY
2874030	DZ
2874030	ES
2874030	FR
2874030	GR
2874030	IT
2874030	MA
2874030	PT
2874030	TN
7331314	ES
7331314	FR
7331314	MA
7331314	PT
2874027	AL
2874027	BG
2874027	DZ
2874027	ES
2874027	FR
2874027	GR
2874027	IT
2874027	LY
2874027	MA
2874027	PT
2874027	TN
2874027	TR
7884688	MX
7884688	US
2925393	BS
2925393	BZ
2925393	CO
2925393	CR
2925393	CU
2925393	GT
2925393	HN
2925393	HT
2925393	JM
2925393	MX
2925393	MQ
2925393	NI
2925393	PA
2925393	PR
2925396	AI
2925396	AN
2925396	AG
2925396	BS
2925396	BB
2925396	CU
2925396	KY
2925396	DM
2925396	GP
2925396	GD
2925396	GY
2925396	JM
2925396	KN
2925396	LC
2925396	MS
2925396	MQ
2925396	PR
2925396	SR
2925396	TT
2925396	US
2925396	VC
2925396	VE
2925396	VG
2925396	VI
3833029	CI
3833029	CM
3833029	GA
3833029	GH
3833029	NG
3833029	SD
3833029	SL
3833029	TG
3833029	TZ
3833029	UG
3833029	CD
3832993	CD
3625694	BW
3625694	LS
3625694	NA
3625694	ZA
2874622	AF
2874622	CY
2874622	DZ
2874622	EG
2874622	ES
2874622	ET
2874622	GR
2874622	IN
2874622	IR
2874622	IQ
2874622	IL
2874622	IT
2874622	JO
2874622	KE
2874622	KW
2874622	LB
2874622	LY
2874622	LK
2874622	MA
2874622	ML
2874622	MM
2874622	PK
2874622	SA
2874622	SO
2874622	SY
2874622	TD
2874622	TN
2874622	TR
2874622	YE
3625551	NA
3625551	ZA
2874621	EG
2874621	KE
2874621	SD
7317863	BJ
7317863	GH
3625134	AO
3625134	BW
3625134	MZ
3625134	NA
3625134	ZA
3625134	ZM
3625134	ZW
3625099	NA
3832764	IN
3832575	CN
3832545	ID
3832545	PH
3832500	IN
3832500	MM
3832500	TH
3832500	VN
3832461	IN
3832435	CN
3832404	GU
3832404	JP
3832404	TW
3832307	PH
3832153	AU
3832023	MY
3832023	TH
7861731	CN
6433679	CN
6433679	ID
6433679	LK
6433679	MM
6433679	MY
6433679	PH
6433679	TH
3832193	IN
3831635	IN
3831635	MM
3831430	ID
3831430	IN
3831430	MM
3831430	MY
3831430	PH
3831430	PG
3831430	TH
3831360	CN
3190160	ID
3190160	MY
3190157	IN
3831234	PH
4936936	BT
3831127	JP
3838213	PH
3190172	VN
3837776	PH
3190156	JP
3837672	TW
7617812	AL
7617812	DZ
7617812	EG
7617812	ES
7617812	FR
7617812	GR
7617812	IL
7617812	IT
7617812	JO
7617812	LB
7617812	LY
7617812	MA
7617812	PT
7617812	TN
7617812	TR
8352228	AO
8352228	AR
8352228	BI
8352228	BS
8352228	BZ
8352228	BR
8352228	BW
8352228	CV
8352228	CR
8352228	CU
8352228	KY
8352228	DM
8352228	GP
8352228	GD
8352228	GT
8352228	HN
8352228	ID
8352228	JM
8352228	KE
8352228	LC
8352228	MG
8352228	MX
8352228	MU
8352228	NA
8352228	NC
8352228	NI
8352228	PA
8352228	PE
8352228	PG
8352228	PR
8352228	PY
8352228	PF
8352228	RW
8352228	SN
8352228	SB
8352228	TZ
8352228	UG
8352228	UY
8352228	US
8352228	YE
8352228	ZA
8352228	CD
7227030	AL
7227030	AT
7227030	AZ
7227030	BE
7227030	BG
7227030	BA
7227030	BY
7227030	CH
7227030	CY
7227030	CZ
7227030	DE
7227030	DK
7227030	DZ
7227030	EG
7227030	ES
7227030	EE
7227030	FI
7227030	FR
7227030	GB
7227030	GR
7227030	HR
7227030	HU
7227030	IE
7227030	IL
7227030	IT
7227030	LB
7227030	LY
7227030	LT
7227030	LV
7227030	MA
7227030	NL
7227030	NO
7227030	PL
7227030	PT
7227030	RO
7227030	RS
7227030	SK
7227030	SI
7227030	SE
7227030	TN
7227030	TR
7227030	UA
2945513	US
3060538	CN
3060538	ID
3060538	IN
3060538	MM
3060538	PH
3060538	PG
3060538	TH
3060538	VN
3152040	AO
3152040	BI
3152040	BJ
3152040	CF
3152040	CI
3152040	CM
3152040	GH
3152040	GN
3152040	LR
3152040	MZ
3152040	NE
3152040	NG
3152040	SD
3152040	SN
3152040	SL
3152040	TG
3152040	UG
3152040	CD
3152040	ZM
3152038	CF
3152038	CM
3152038	GA
3152038	CD
5420978	CA
5420978	US
5420982	CA
5420982	US
5420957	US
6434280	AO
6434280	BJ
6434280	BD
6434280	CN
6434280	CI
6434280	CM
6434280	ET
6434280	GH
6434280	GN
6434280	IN
6434280	KE
6434280	LK
6434280	MM
6434280	MZ
6434280	MW
6434280	NG
6434280	NP
6434280	RW
6434280	SD
6434280	SL
6434280	SZ
6434280	TZ
6434280	UG
6434280	ZA
6434280	CD
6434280	ZM
6434280	ZW
3837173	ID
3837173	PH
3837173	TW
5834596	BD
5834596	BT
5834596	CN
5834596	ID
5834596	IN
5834596	KH
5834596	LA
5834596	MM
5834596	MY
5834596	NP
5834596	PH
5834596	TH
5834596	TW
5834596	VN
3836864	IN
3836864	LK
3190413	CN
3190413	VN
7313219	CO
7313219	EC
7313219	VE
3084748	CA
3084748	GT
3084748	MX
3084748	US
3084745	CA
3084745	US
7279842	AR
7279842	BO
7279842	BR
7279842	PY
7279842	UY
7279702	AR
7279702	BO
7279702	BR
7279702	EC
7279702	PE
7279702	PY
7279702	UY
7284676	BO
7284636	BO
3153999	BF
3153999	CI
3153999	GH
3153999	LR
3153999	SL
3153999	TG
3924772	CN
3924772	MN
3924772	RU
3033599	AT
3033599	BG
3033599	CH
3033599	CN
3033599	DE
3033599	FI
3033599	FR
3033599	HU
3033599	IT
3033599	JP
3033599	KZ
3033599	KG
3033599	MN
3033599	NO
3033599	PL
3033599	KP
3033599	RO
3033599	RU
3033599	SK
3033599	SI
3033599	UZ
3924406	CN
6375061	CN
6375061	MM
6375061	VN
7474713	CN
7474713	JP
7474713	TW
7474713	VN
7276969	CN
6374830	CY
6374830	DZ
6374830	ES
6374830	FR
6374830	GR
6374830	IL
6374830	IT
6374830	LB
6374830	LY
6374830	MA
6374830	PT
6374830	SY
6374830	TN
6374830	TR
3033578	MX
3033578	US
3921693	CN
3921693	HK
3921693	VN
7276735	CN
3921611	AL
3921611	BG
3921611	DZ
3921611	ES
3921611	FR
3921611	GE
3921611	GR
3921611	IR
3921611	IL
3921611	IT
3921611	LB
3921611	LY
3921611	MA
3921611	PT
3921611	SY
3921611	TN
3921611	TR
3921611	UA
8158837	CN
7344712	CN
7344712	JP
6710398	CN
6710398	JP
7276632	BD
7276632	BT
7276632	CN
7276632	IN
7276632	LK
7276632	MM
7276632	MY
7276632	NP
7276632	PK
7276632	PH
7276632	TH
7276632	TW
7276632	VN
6374393	CN
7990221	CN
7990221	JP
7990221	MN
7990221	RU
7959012	IN
6374790	AL
6374790	AT
6374790	BG
6374790	BA
6374790	CN
6374790	CZ
6374790	HR
6374790	HU
6374790	IT
6374790	KZ
6374790	KG
6374790	ME
6374790	PL
6374790	RO
6374790	RU
6374790	RS
6374790	SI
6374790	TR
6374790	UA
7278283	CN
7278283	MN
3930875	CN
3930870	CN
3930870	JP
3930870	TW
6376282	CN
6376282	MN
6376282	RU
7278156	CN
7278156	IN
7278156	JP
7278156	LA
7278156	MM
7278156	PH
7278156	TW
7278156	VN
6376216	AF
6376216	BT
6376216	CN
6376216	IN
6376216	MM
6376216	NP
6376216	PK
6376216	TW
3033532	AF
3033532	AM
3033532	AZ
3033532	CN
3033532	GE
3033532	GR
3033532	IN
3033532	IR
3033532	IQ
3033532	KZ
3033532	KG
3033532	PK
3033532	RU
3033532	SY
3033532	TJ
3033532	TM
3033532	TR
3033532	UZ
7277969	CN
7277952	CN
7277952	TW
4931448	CN
7277836	CN
3033543	AT
3033543	AZ
3033543	BG
3033543	BA
3033543	BY
3033543	CH
3033543	CZ
3033543	DE
3033543	ES
3033543	FR
3033543	GR
3033543	HR
3033543	HU
3033543	IT
3033543	ME
3033543	PL
3033543	RO
3033543	RS
3033543	SK
3033543	SI
3033543	UA
3033535	CN
3033535	IN
3033535	KZ
3033535	MN
3033546	CN
3033546	JP
3033546	MN
3033546	RU
3033546	TW
7277603	CN
7277589	CN
7277589	JP
7277589	TW
7277589	VN
3033541	CA
3033541	US
3033558	AF
3033558	AL
3033558	AM
3033558	AT
3033558	AZ
3033558	BE
3033558	BG
3033558	BA
3033558	CH
3033558	CY
3033558	CZ
3033558	DE
3033558	DZ
3033558	ES
3033558	FR
3033558	GB
3033558	GE
3033558	GR
3033558	HR
3033558	HU
3033558	IR
3033558	IT
3033558	LB
3033558	MK
3033558	ME
3033558	NL
3033558	PL
3033558	PT
3033558	RO
3033558	RS
3033558	SK
3033558	SI
3033558	SY
3033558	TR
3033558	UA
3033518	AL
3033518	BG
3033518	BA
3033518	CY
3033518	ES
3033518	GE
3033518	GR
3033518	HR
3033518	IR
3033518	IT
3033518	MK
3033518	ME
3033518	PT
3033518	SI
3033518	TR
3054196	AO
3054196	CI
3054196	CM
3054196	CG
3054196	GH
3054196	GN
3054196	GQ
3054196	LR
3054196	NG
3054196	SD
3054196	SL
3054196	TG
3054196	TZ
3054196	UG
3054196	CD
3054196	ZM
3871995	CR
3871995	EC
3871995	GT
3871995	GF
3871995	GY
3871995	HN
3871995	MX
3871995	NI
3871995	PA
3871995	SV
3871995	SR
3871995	VE
3707306	ZA
2925351	CN
2925351	TW
2925351	VN
2925357	CN
2925349	BT
2925349	CN
2925349	IN
2925349	KH
2925349	LA
2925349	LK
2925349	MM
2925349	MY
2925349	NP
2925349	PH
2925349	TH
3892486	IN
3892486	LK
3892486	TH
7966126	CN
7966126	ID
7966126	MY
7966126	PH
7966126	TW
2925348	BD
2925348	CN
2925348	ID
2925348	IN
2925348	LA
2925348	MY
2925348	TW
2925348	VN
3890745	BD
3890745	CN
3890745	ID
3890745	IN
3890745	KH
3890745	LA
3890745	MM
3890745	MY
3890745	TH
3890745	TW
3890745	VN
7307662	IN
7307662	LK
7307662	MM
7307662	PK
7735421	ID
7999246	AO
7999246	CF
7999246	CI
7999246	CM
7999246	EG
7999246	GA
7999246	GH
7999246	GN
7999246	GW
7999246	GQ
7999246	LR
7999246	ML
7999246	MZ
7999246	NG
7999246	SN
7999246	SL
7999246	CD
7999246	ZM
3889087	CM
3889087	GH
3889087	ML
3889087	NG
3889087	SN
3889087	SL
3889087	CD
2925366	CN
2925366	IN
2925366	JP
2925366	TW
3888662	ID
3888662	IN
3888662	MM
3888662	MY
3888662	PH
2925363	BD
2925363	CN
2925363	IN
2925363	MM
2925363	VN
2888322	US
2888323	US
3718199	CN
3718199	JP
3718199	KR
3718208	CN
3189627	CN
3189627	IN
3189627	JP
3189627	TH
3189627	TW
2941713	NZ
3104771	BR
3104771	CO
3104771	CR
3104771	EC
3104771	GT
3104771	GF
3104771	GY
3104771	HN
3104771	NI
3104771	PA
3104771	PE
3104771	SR
3104771	VE
3104756	BR
3104756	CO
3104756	CR
3104756	DM
3104756	EC
3104756	GP
3104756	GD
3104756	GF
3104756	GY
3104756	MQ
3104756	PA
3104756	PE
3104756	SR
3104756	TT
3104756	VC
3104756	VE
3188642	BZ
3188642	BO
3188642	CO
3188642	CR
3188642	EC
3188642	GT
3188642	HN
3188642	MX
3188642	NI
3188642	PA
3188642	PE
3188642	PY
3774284	CN
3774284	ID
3774284	MY
3774284	TH
3774284	VN
7437438	AL
7437438	AM
7437438	AT
7437438	AZ
7437438	BG
7437438	CH
7437438	ES
7437438	FR
7437438	GE
7437438	GR
7437438	IR
7437438	IT
7437438	RO
7437438	TR
7437438	UA
3886442	MX
8916040	AL
8916040	AM
8916040	AT
8916040	AZ
8916040	BG
8916040	CH
8916040	DZ
8916040	ES
8916040	FR
8916040	GB
8916040	GE
8916040	GR
8916040	HU
8916040	IR
8916040	IT
8916040	MA
8916040	MD
8916040	RU
8916040	TN
8916040	TR
8916040	UA
2926945	AL
2926945	AT
2926945	BE
2926945	BG
2926945	BY
2926945	CA
2926945	CH
2926945	CY
2926945	DE
2926945	DK
2926945	DZ
2926945	ES
2926945	EE
2926945	FI
2926945	FR
2926945	GB
2926945	HU
2926945	IE
2926945	IL
2926945	IT
2926945	LB
2926945	LT
2926945	LV
2926945	MA
2926945	NL
2926945	NO
2926945	PL
2926945	PT
2926945	RO
2926945	SE
2926945	SY
2926945	TN
2926945	TR
2926945	UA
2926945	US
2946600	BR
2946665	BR
2946665	CO
2946665	CU
2946665	DO
2946665	GF
2946665	GY
2946665	HT
2946665	PR
2946665	SR
2946665	TT
2946665	VE
5326277	SZ
5326277	ZA
5326276	ZA
5556496	BR
5556169	BO
5556169	CO
5421060	AW
5421060	AI
5421060	AN
5421060	BS
5421060	BZ
5421060	CO
5421060	CR
5421060	CU
5421060	EC
5421060	GT
5421060	GF
5421060	GY
5421060	JM
5421060	MX
5421060	NI
5421060	PA
5421060	PR
5421060	SR
5421060	TT
5421060	US
5421060	VE
5421060	VG
5421060	VI
5594453	PG
3686799	AO
3686799	CF
3686799	CI
3686799	CM
3686799	CG
3686799	GA
3686799	GH
3686799	GN
3686799	GM
3686799	GW
3686799	GQ
3686799	LR
3686799	NG
3686799	SD
3686799	SN
3686799	SL
3686799	ST
3686799	TG
3686799	CD
7326564	CN
7326564	ID
7326564	IN
7326564	LA
7326564	MM
7326564	MY
7326564	PH
7326564	TH
7326564	VN
8080270	KE
8080270	MG
8080270	MZ
8080270	MU
8080270	RE
8080270	SZ
8080270	ZA
8080270	ZW
3034720	CN
3034720	IN
3034720	LA
3034720	MN
3034720	RU
3034720	TW
3034720	VN
3073512	BZ
3073512	GT
3073512	HN
3073512	MX
3073512	NI
3073512	SV
3073521	BZ
3073521	GT
3073521	MX
3073586	MX
3073687	US
3073704	MX
3073704	US
3073653	CR
3073653	CU
3073653	DM
3073653	GD
3073653	GT
3073653	GF
3073653	GY
3073653	HN
3073653	LC
3073653	MX
3073653	MQ
3073653	NI
3073653	PA
3073653	PE
3073653	SV
3073653	SR
3073653	VC
4204358	MX
2874564	BJ
2874564	BD
2874564	CF
2874564	CN
2874564	CM
2874564	DJ
2874564	EG
2874564	ER
2874564	ET
2874564	ID
2874564	IN
2874564	KE
2874564	KH
2874564	LA
2874564	LK
2874564	ML
2874564	MM
2874564	MR
2874564	MW
2874564	MY
2874564	NE
2874564	NG
2874564	NP
2874564	PK
2874564	PG
2874564	SD
2874564	SN
2874564	SO
2874564	TD
2874564	TH
2874564	TZ
2874564	UG
2874564	VN
2874564	YE
2874564	CD
2888824	AG
