originalId,originalName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species
,"Phaseolus acutifolius A. Gray","Phaseolus acutifolius A.Gray","5350523","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus acutifolius"
,"Phaseolus acutifolius A. Gray var. acutifolius","Phaseolus acutifolius var. acutifolius","5350524","EXACT","100","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus acutifolius"
,"Phaseolus acutifolius A. Gray var. tenuifolius A. Gray","Phaseolus acutifolius var. tenuifolius A.Gray","5350526","EXACT","100","SYNONYM","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus acutifolius"
,"Phaseolus acutifolius A.Gray","Phaseolus acutifolius A.Gray","5350523","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus acutifolius"
,"Phaseolus acutifolius A.Gray var. acutifolius","Phaseolus acutifolius var. acutifolius","5350524","EXACT","100","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus acutifolius"
,"Phaseolus acutifolius A.Gray var. latifolius G.F.Freeman","Phaseolus acutifolius var. latifolius G. F. Freeman","7413044","EXACT","100","SYNONYM","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus acutifolius"
,"Phaseolus acutifolius A.Gray var. latifolius G.Freeman","Phaseolus acutifolius var. latifolius G. F. Freeman","7413044","EXACT","100","SYNONYM","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus acutifolius"
,"Phaseolus acutifolius A.Gray var. tenuifolius (Woot. & Standl.) A.Gray","Phaseolus acutifolius var. tenuifolius A.Gray","5350526","EXACT","100","SYNONYM","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus acutifolius"
,"Phaseolus acutifolius A.Gray var. tenuifolius A.Gray","Phaseolus acutifolius var. tenuifolius A.Gray","5350526","EXACT","100","SYNONYM","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus acutifolius"
,"Phaseolus acutifolius Asa Gray","Phaseolus acutifolius A.Gray","5350523","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus acutifolius"
,"Phaseolus acutifolius var. acutifolius","Phaseolus acutifolius var. acutifolius","5350524","EXACT","100","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus acutifolius"
,"Phaseolus albescens Mc Vaugh ex R. Ramirez & A. Delgado","Phaseolus albescens McVaugh ex R. Ramirez & A. Delgado","5611551","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus albescens"
,"Phaseolus coccineus","Phaseolus coccineus L.","5350466","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus coccineus"
,"Phaseolus coccineus L.","Phaseolus coccineus L.","5350466","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus coccineus"
,"Phaseolus coccineus L. ssp. vulgaris var. intermedius","Phaseolus coccineus L.","5350466","HIGHERRANK","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus coccineus"
,"Phaseolus coccineus L. ssp. vulgaris var. nanus","Phaseolus coccineus L.","5350466","HIGHERRANK","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus coccineus"
,"Phaseolus coccineus L. ssp. vulgaris var. vulgaris","Phaseolus coccineus L.","5350466","HIGHERRANK","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus coccineus"
,"Phaseolus coccineus L. subsp. coccineus","Phaseolus coccineus subsp. coccineus","6309495","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus coccineus"
,"Phaseolus coccineus L. subsp. coccineus, var. coccineus","Phaseolus coccineus var. coccineus","8216757","EXACT","100","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus coccineus"
,"Phaseolus coccineus L. subsp. striatus (Brandegee) Freytag","Phaseolus coccineus subsp. striatus (Brandegee) Freytag","8392441","EXACT","100","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus coccineus"
,"Phaseolus coccineus L. var. albiflorus (DC.) Bailey","Phaseolus coccineus L.","5350466","HIGHERRANK","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus coccineus"
,"Phaseolus coccineus L. var. bicolor (Velloso) Van Eselt.","Phaseolus coccineus L.","5350466","HIGHERRANK","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus coccineus"
,"Phaseolus coccineus L. var. coccineus","Phaseolus coccineus var. coccineus","8216757","EXACT","100","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus coccineus"
,"Phaseolus coccineus L. var. tridentatus Freytag","Phaseolus coccineus var. tridentatus Freytag","5632789","EXACT","100","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus coccineus"
,"Phaseolus costaricensis Freytag & Debouck","Phaseolus costaricensis Freytag & Debouck","5611432","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus costaricensis"
,"Phaseolus dumosus","Phaseolus dumosus Macfad.","5632734","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus dumosus"
,"Phaseolus dumosus Macfad.","Phaseolus dumosus Macfad.","5632734","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus dumosus"
,"Phaseolus dumosus Macfadyen","Phaseolus dumosus Macfad.","5632734","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus dumosus"
,"Phaseolus lunatus","Phaseolus lunatus L.","5350438","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus lunatus"
,"Phaseolus lunatus L.","Phaseolus lunatus L.","5350438","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus lunatus"
,"Phaseolus lunatus L. var. lunatus big lima group","Phaseolus lunatus var. lunatus","7224585","EXACT","99","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus lunatus"
,"Phaseolus lunatus L. var. lunatus cv.-gr. big lima","Phaseolus lunatus var. lunatus","7224585","EXACT","99","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus lunatus"
,"Phaseolus lunatus L. var. lunatus cv.-gr. potato","Phaseolus lunatus var. lunatus","7224585","EXACT","99","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus lunatus"
,"Phaseolus lunatus L. var. lunatus cv.-gr. sieva","Phaseolus lunatus var. lunatus","7224585","EXACT","99","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus lunatus"
,"Phaseolus lunatus L. var. lunatus sieva group","Phaseolus lunatus var. lunatus","7224585","EXACT","99","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus lunatus"
,"Phaseolus pachyrrhizoides Harms","Phaseolus pachyrrhizoides Harms","5350437","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phaseolus","Phaseolus pachyrrhizoides"
,"Philadelphus lewisii Pursh","Philadelphus lewisii Pursh","2986027","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Cornales","Hydrangeaceae","Philadelphus","Philadelphus lewisii"
,"Phleum alpinum","Phleum alpinum L.","8952395","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Phleum","Phleum alpinum"
,"Phleum alpinum L.","Phleum alpinum L.","8952395","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Phleum","Phleum alpinum"
,"Phleum alpinum L. subsp. rhaeticum Humphries","Phleum alpinum subsp. rhaeticum Humphries","4140331","EXACT","100","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Phleum","Phleum alpinum"
,"Phleum alpinum L. var. commutatum (Gaudin) Griseb.","Phleum alpinum var. commutatum (Gaudin) Grisebach","8129248","EXACT","100","SYNONYM","VARIETY","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Phleum","Phleum alpinum"
,"Phleum phleoides","Phleum phleoides (L.) H.Karst.","4139238","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Phleum","Phleum phleoides"
,"Phleum phleoides (L.) H. Karst.","Phleum phleoides (L.) H.Karst.","4139238","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Phleum","Phleum phleoides"
,"Phleum phleoides (L.) H.Karst.","Phleum phleoides (L.) H.Karst.","4139238","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Phleum","Phleum phleoides"
,"Phleum phleoides (L.) KARSTEN","Phleum phleoides (L.) H.Karst.","4139238","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Phleum","Phleum phleoides"
,"Phleum phleoides Karst.","Phleum phleoides (L.) H.Karst.","4139238","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Phleum","Phleum phleoides"
,"Phleum phleoides Porcius","Phleum phleoides Porcius","8417931","EXACT","100","DOUBTFUL","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Phleum","Phleum phleoides"
,"Phlomis lychnitis L.","Phlomis lychnitis L.","3887383","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Phlomis","Phlomis lychnitis"
,"Phoenix acaulis Roxb.","Phoenix acaulis Roxb.","5293117","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Phoenix","Phoenix acaulis"
,"Phoenix andamanensis S. C. Barrow","Phoenix andamanensis S.Barrow","5293154","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Phoenix","Phoenix andamanensis"
,"Phoenix atlantica A. Chev.","Phoenix atlantica A.Chev.","5293180","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Phoenix","Phoenix atlantica"
,"Phoenix loureiroi Kunth","Phoenix loureiroi Kunth","5293119","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Phoenix","Phoenix loureiroi"
,"Phoenix loureiroi Kunth hanceana","Phoenix loureiroi Kunth","5293119","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Phoenix","Phoenix loureiroi"
,"Phoenix loureiroi Kunth humilis S. C. Barrow","Phoenix loureiroi Kunth","5293119","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Phoenix","Phoenix loureiroi"
,"Phoenix loureiroi Kunth loureiroi","Phoenix loureiroi Kunth","5293119","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Phoenix","Phoenix loureiroi"
,"Phoenix paludosa Roxb.","Phoenix paludosa Roxb.","5293182","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Phoenix","Phoenix paludosa"
,"Phoenix pusilla Gaertn.","Phoenix pusilla Gaertn.","5293121","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Phoenix","Phoenix pusilla"
,"Phoenix reclinata Jacq.","Phoenix reclinata Jacq.","5293164","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Phoenix","Phoenix reclinata"
,"Phoenix roebelenii O’Brien","Phoenix roebelenii O'Brien","5293153","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Phoenix","Phoenix roebelenii"
,"Phoenix rupicola T. Anderson","Phoenix rupicola T.Anderson","5293176","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Phoenix","Phoenix rupicola"
,"Phoenix sylvestris (L.) Roxb.","Phoenix sylvestris (L.) Roxb.","5293177","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Phoenix","Phoenix sylvestris"
,"Phragmites australis","Phragmites australis (Cav.) Trin. ex Steud.","5290149","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Phragmites","Phragmites australis"
,"Phragmites australis (Cav.) Trin. ex Steud.","Phragmites australis (Cav.) Trin. ex Steud.","5290149","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Phragmites","Phragmites australis"
,"Phyllanthus emblica Linn.","Phyllanthus emblica L.","5381660","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Phyllanthaceae","Phyllanthus","Phyllanthus emblica"
,"Phyllodium pulchellum (L.) Desv.","Phyllodium pulchellum (L.) Desv.","2948568","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phyllodium","Phyllodium pulchellum"
,"Phyllodium pulchellum (L.) DESVAUX","Phyllodium pulchellum (L.) Desv.","2948568","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Phyllodium","Phyllodium pulchellum"
,"Physalis alkekengi","Physalis alkekengi L.","5341813","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Physalis","Physalis alkekengi"
,"Physalis alkekengi L.","Physalis alkekengi L.","5341813","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Physalis","Physalis alkekengi"
,"Physalis angulata","Physalis angulata L.","5341792","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Physalis","Physalis angulata"
,"Physalis angulata L.","Physalis angulata L.","5341792","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Physalis","Physalis angulata"
,"Physalis peruviana L.","Physalis peruviana L.","5341784","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Physalis","Physalis peruviana"
,"Physalis philadelphica LAM.","Physalis philadelphica Lam.","8969026","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Physalis","Physalis philadelphica"
,"Physalis pubescens L.","Physalis pubescens L.","5341819","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Physalis","Physalis pubescens"
,"Physaria fendleri (A. Gray) O'Kane & Al-Shehbaz","Physaria fendleri (A. Gray) O'Kane & Al-Shehbaz","3049236","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Physaria","Physaria fendleri"
,"Physostigma venenosum Balf.","Physostigma venenosum Balf.","2946860","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Physostigma","Physostigma venenosum"
,"Phytolacca acinosa","Phytolacca acinosa Roxb.","3084022","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca acinosa"
,"Phytolacca americana L.","Phytolacca americana L.","3084015","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca americana"
,"Picea abies (L.) H. Karst.","Picea abies (L.) H. Karst.","5284884","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Picea","Picea abies"
,"Picea glauca (Moench) Voss","Picea glauca (Moench) Voss","5284745","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Picea","Picea glauca"
,"Picea mariana (Mill.) Britton et al.","Picea mariana (Mill.) Britton et al.","5284802","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Picea","Picea mariana"
,"Pimpinella major (L.) Huds.","Pimpinella major Huds.","5371874","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Pimpinella","Pimpinella major"
,"Pimpinella saxifraga L.","Pimpinella saxifraga L.","7622278","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Pimpinella","Pimpinella saxifraga"
,"Pinguicula vulgaris","Pinguicula vulgaris L.","5415065","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lentibulariaceae","Pinguicula","Pinguicula vulgaris"
,"Pinus armandii Franch.","Pinus armandii Franch.","5285203","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus armandii"
,"Pinus canariensis Sweet ex Spreng.","Pinus canariensis C. Sm.","5285243","EXACT","86","ACCEPTED","SPECIES","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus canariensis"
,"Pinus contorta Douglas ex Loudon var. murrayana (Balf.) Engelm.","Pinus contorta var. murrayana (Balf.) Engelm.","5285751","EXACT","100","ACCEPTED","VARIETY","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus contorta"
,"Pinus echinata Mill.","Pinus echinata Mill.","5285324","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus echinata"
,"Pinus koraiensis Siebold & Zucc.","Pinus koraiensis Siebold & Zucc.","5284979","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus koraiensis"
,"Pinus mugo Turra","Pinus mugo Turra","5285385","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus mugo"
,"Pinus nigra J. F. Arnold","Pinus nigra J.F. Arnold","5284809","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus nigra"
,"Pinus nigra J. F. Arnold subsp. nigra","Pinus nigra subsp. nigra","7230699","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus nigra"
,"Pinus pinaster Aiton","Pinus pinaster Aiton","5285565","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus pinaster"
,"Pinus strobiformis Engelm.","Pinus strobiformis Engelm.","5285004","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus strobiformis"
,"Pinus sylvestris L.","Pinus sylvestris L.","5285637","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus sylvestris"
,"Pinus sylvestris L. var. hamata Steven","Pinus sylvestris var. hamata Steven","5285646","EXACT","100","ACCEPTED","VARIETY","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus sylvestris"
,"Pinus sylvestris L. var. mongolica Litv.","Pinus sylvestris var. mongolica Litv.","5285638","EXACT","100","ACCEPTED","VARIETY","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus sylvestris"
,"Pinus sylvestris L. var. sylvestriformis (Taken.) W. C. Cheng & C. D. Chu","Pinus sylvestris var. sylvestriformis (Taken.) W. C. Cheng & C.D. Chu","5285105","EXACT","100","SYNONYM","VARIETY","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus densiflora"
,"Pinus tabuliformis Carriere","Pinus tabuliformis Carrière","5285359","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus tabuliformis"
,"Pinus tabuliformis Carriere var. henryi (Mast.) C. T. Kuan","Pinus tabuliformis var. henryi (Mast.) C. T. Kuan","5285200","EXACT","100","SYNONYM","VARIETY","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus henryi"
,"Pinus taeda L.","Pinus taeda L.","5285241","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus taeda"
,"Pinus virginiana Mill.","Pinus virginiana Mill.","5285091","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","Pinus","Pinus virginiana"
,"Piper nigrum L.","Piper nigrum L.","3086357","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","Piper nigrum"
,"Piptatherum holciforme (M. Bieb.) Roem. & Schult.","Piptatherum holciforme (M.Bieb.) Roem. & Schult.","4135076","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Piptatherum","Piptatherum holciforme"
,"Pistacia atlantica","Pistacia atlantica Desf.","3190581","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Pistacia","Pistacia atlantica"
,"Pistacia atlantica Desf.","Pistacia atlantica Desf.","3190581","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Pistacia","Pistacia atlantica"
,"Pistacia atlantica Desf. subsp. mutica (Fisch. & C. A. Mey.) Rech. f.","Pistacia atlantica subsp. mutica (Fischer & C. A. Meyer) Rech. fil.","6709331","EXACT","100","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Pistacia","Pistacia atlantica"
,"Pistacia chinensis Bunge","Pistacia chinensis Bunge","3190586","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Pistacia","Pistacia chinensis"
,"Pistacia khinjuk","Pistacia khinjuk Stocks ex Stocks","3662027","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Pistacia","Pistacia khinjuk"
,"Pistacia khinjuk Stocks","Pistacia khinjuk Stocks ex Stocks","3662027","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Pistacia","Pistacia khinjuk"
,"Pistacia lentiscus","Pistacia lentiscus L.","3190583","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Pistacia","Pistacia lentiscus"
,"Pistacia lentiscus L.","Pistacia lentiscus L.","3190583","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Pistacia","Pistacia lentiscus"
,"Pistacia terebinthus L.","Pistacia terebinthus L.","3190580","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Pistacia","Pistacia terebinthus"
,"Pistacia vera","Pistacia vera L.","3190585","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Pistacia","Pistacia vera"
,"Pistacia vera L.","Pistacia vera L.","3190585","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","Pistacia","Pistacia vera"
,"Pisum sativum","Pisum sativum L.","5347845","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Pisum","Pisum sativum"
,"Pisum sativum L.","Pisum sativum L.","5347845","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Pisum","Pisum sativum"
,"Pisum sativum L. ssp. sativum L.","Pisum sativum subsp. sativum","7224462","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Pisum","Pisum sativum"
,"Pisum sativum L. ssp. sativum var. arvense (L.) Poir.","Pisum sativum var. arvense (L.) Poir.","7393432","EXACT","100","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Pisum","Pisum sativum"
,"Pisum sativum L. subsp. abyssinicum (A. Braun) Govorov","Pisum sativum subsp. abyssinicum (A. Braun) Govorov","5832905","EXACT","100","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Pisum","Pisum abyssinicum"
,"Pisum sativum L. subsp. abyssinicum (A.Braun) Berger","Pisum sativum subsp. abyssinicum (A. Braun) Govorov","5832905","EXACT","91","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Pisum","Pisum abyssinicum"
,"Pisum sativum L. subsp. arvense","Pisum sativum subsp. arvense (L.) Asch. & Graebn.","5347856","EXACT","98","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Pisum","Pisum sativum"
,"Pisum sativum L. subsp. arvense (L.) Tzvelev","Pisum sativum subsp. arvense (L.) Tzvelev","8323749","EXACT","100","DOUBTFUL","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Pisum","Pisum sativum"
