originalId,originalName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species
,"Aegilops triuncialis var. triuncialis","Aegilops triuncialis var. triuncialis","8239089","EXACT","100","ACCEPTED","VARIETY","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Aegilops","Aegilops triuncialis"
,"Aegilops umbellulata","Aegilops umbellulata Zhuk.","5289786","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Aegilops","Aegilops umbellulata"
,"Aegilops umbellulata var. typica","Aegilops umbellulata var. typica Eig","5945313","EXACT","99","SYNONYM","VARIETY","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Aegilops","Aegilops umbellulata"
,"Aegilops umbellulata ZHUK.","Aegilops umbellulata Zhuk.","5289786","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Aegilops","Aegilops umbellulata"
,"Aegilops umbellulata Zhuk. var. transcaucasica (Dorof. at Migush.) Gandilyan at Arut.","Aegilops umbellulata var. transcaucasica (Dorof. & Migush.) Tzvelev","5677693","EXACT","99","ACCEPTED","VARIETY","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Aegilops","Aegilops umbellulata"
,"Aegilops umbellulata Zhuk. var.transcaucasica (Dorof.atMigush.)GandilyanatArut.","Aegilops umbellulata var. transcaucasica (Dorof. & Migush.) Tzvelev","5677693","EXACT","99","ACCEPTED","VARIETY","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Aegilops","Aegilops umbellulata"
,"Aegilops uniaristata","Aegilops uniaristata Vis.","5677687","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Aegilops","Aegilops uniaristata"
,"Aegilops uniaristata var. typica","Aegilops uniaristata Vis.","5677687","HIGHERRANK","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Aegilops","Aegilops uniaristata"
,"Aegilops uniaristata VIS.","Aegilops uniaristata Vis.","5677687","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Aegilops","Aegilops uniaristata"
,"Aegilops vavilovii","Aegilops vavilovii (Zhuk.) Chennav.","5677679","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Aegilops","Aegilops vavilovii"
,"Aegilops vavilovii (Zhuk.) Chennav.","Aegilops vavilovii (Zhuk.) Chennav.","5677679","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Aegilops","Aegilops vavilovii"
,"Aegilops vavilovii Zhuk. Chennav.","Aegilops vavilovii (Zhuk.) Chennav.","5677679","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Aegilops","Aegilops vavilovii"
,"Aerva lanata (Linn.) Juss. ex Schult.","Aerva lanata (L.) Juss. ex Schult.","3085014","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Aerva","Aerva lanata"
,"Aeschynomene americana L.","Aeschynomene americana L.","2949235","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Aeschynomene","Aeschynomene americana"
,"Aeschynomene americana L. var. americana","Aeschynomene americana var. americana","7224982","EXACT","100","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Aeschynomene","Aeschynomene americana"
,"Aeschynomene americana L. var. flabellata Rudd","Aeschynomene americana var. flabellata Rudd","2949244","EXACT","100","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Aeschynomene","Aeschynomene americana"
,"Aeschynomene evenia C. WRIGHT EX SAUVALLE","Aeschynomene evenia C.Wright","2949168","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Aeschynomene","Aeschynomene evenia"
,"Aeschynomene falcata (POIRET) DC.","Aeschynomene falcata (Poir.) DC.","2949291","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Aeschynomene","Aeschynomene falcata"
,"Aeschynomene falcata DC.","Aeschynomene falcata (Poir.) DC.","2949291","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Aeschynomene","Aeschynomene falcata"
,"Aeschynomene villosa Poir.","Aeschynomene villosa Poir.","2949366","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Aeschynomene","Aeschynomene villosa"
,"Aeschynomene villosa Poir. var. villosa","Aeschynomene villosa var. villosa","7224984","EXACT","100","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Aeschynomene","Aeschynomene villosa"
,"Aeschynomene villosa POIRET","Aeschynomene villosa Poir.","2949366","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Aeschynomene","Aeschynomene villosa"
,"Aesculus glabra Willd.","Aesculus glabra Willd.","3189806","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Aesculus glabra"
,"Aesculus hippocastanum L.","Aesculus hippocastanum L.","3189815","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Aesculus hippocastanum"
,"Aethusa cynapium L.","Aethusa cynapium L.","5371825","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Aethusa","Aethusa cynapium"
,"Afzelia africana Pers.","Afzelia africana Pers.","5358300","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Afzelia","Afzelia africana"
,"Agastache foeniculum (Pursh) Kuntze","Agastache foeniculum (Pursh) Kuntze","2926406","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Agastache","Agastache foeniculum"
,"Agastache rugosa (Fisch. & C. A. Mey.) Kuntze","Agastache rugosa (Fisch. & C.A.Mey.) Kuntze","7307327","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Agastache","Agastache rugosa"
,"Agave americana L.","Agave americana L.","2767031","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Agave","Agave americana"
,"Agrimonia eupatoria L.","Agrimonia eupatoria L.","3001956","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Agrimonia","Agrimonia eupatoria"
,"Agrimonia pilosa Ledeb.","Agrimonia pilosa Ledeb.","3002003","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Agrimonia","Agrimonia pilosa"
,"Agriophyllum squarrosum (L.) Moq.","Agriophyllum squarrosum (L.) Moq.","3759249","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Agriophyllum","Agriophyllum squarrosum"
,"Agropyron cristatum","Agropyron cristatum (L.) Gaertn.","2705196","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agropyron","Agropyron cristatum"
,"Agropyron cristatum (L.) Gaertn.","Agropyron cristatum (L.) Gaertn.","2705196","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agropyron","Agropyron cristatum"
,"Agropyron cristatum (L.) Gaertn. subsp. brandzae (Pantu & Solacolu) Melderis","Agropyron cristatum subsp. brandzae (Pantu & Solacolu) Melderis","4133683","EXACT","100","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agropyron","Agropyron cristatum"
,"Agropyron cristatum (L.) Gaertn. subsp. pectinatum (M. Bieb.) Tzvelev","Agropyron cristatum subsp. pectinatum (M.Bieb.) Tzvelev","4270510","EXACT","100","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agropyron","Agropyron cristatum"
,"Agropyron cristatum (L.) Gaertn. subsp. sclerophyllum Novopokr. ex Tzvelev","Agropyron cristatum subsp. sclerophyllum Novopokr. ex Tzvelev","8281055","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agropyron","Agropyron cristatum"
,"Agropyron cristatum (L.) Gaertn. subsp. tarbagataicum (N. Plotn.) Tzvelev","Agropyron cristatum subsp. tarbagataicum (Plotn.) Tzvelev","4133395","EXACT","100","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agropyron","Agropyron cristatum"
,"Agropyron cristatum (L.) Gaertn. var. pectinatum (M. Bieb.) Tzvelev","Agropyron cristatum var. pectinatum (M. Bieb.) Tzvelev","6313319","EXACT","100","SYNONYM","VARIETY","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agropyron","Agropyron cristatum"
,"Agropyron cristatum (L.) Gaertner","Agropyron cristatum (L.) Gaertn.","2705196","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agropyron","Agropyron cristatum"
,"Agropyron cristatum (L.)Gaertn.","Agropyron cristatum (L.) Gaertn.","2705196","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agropyron","Agropyron cristatum"
,"Agropyron desertorum","Agropyron desertorum (Fisch. ex Link) Schult.","2705200","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agropyron","Agropyron desertorum"
,"Agropyron desertorum (FISCH. ex LINK) SCHULT.","Agropyron desertorum (Fisch. ex Link) Schult.","2705200","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agropyron","Agropyron desertorum"
,"Agropyron desertorum Schult.","Agropyron desertorum (Fisch. ex Link) Schult.","2705200","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agropyron","Agropyron desertorum"
,"Agropyron fragile (L.) Gaertn. subsp. sibiricum (Willd.) Melderis","Agropyron fragile subsp. sibiricum (Willd.) Melderis","2705197","EXACT","100","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agropyron","Agropyron fragile"
,"Agropyron fragile (Roth) P. Candargy","Agropyron fragile (Roth) P.Candargy","2705195","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agropyron","Agropyron fragile"
,"Agropyron michnoi","Agropyron michnoi Roshev.","4131225","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agropyron","Agropyron michnoi"
,"Agropyron michnoi ROSHEV.","Agropyron michnoi Roshev.","4131225","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agropyron","Agropyron michnoi"
,"Agrostemma githago","Agrostemma githago L.","3085368","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Agrostemma","Agrostemma githago"
,"Agrostemma githago L.","Agrostemma githago L.","3085368","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Agrostemma","Agrostemma githago"
,"Agrostemma githago L. var. githago","Agrostemma githago var. githago","6364047","EXACT","100","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Agrostemma","Agrostemma githago"
,"Agrostemma githago L. var. macrospermum (Levina) K.Hammer","Agrostemma githago var. macrospermum (Levina) K. Hammer","3811070","EXACT","100","SYNONYM","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Agrostemma","Agrostemma githago"
,"Agrostis canina L.","Agrostis canina L.","2706465","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis","Agrostis canina"
,"Agrostis canina L. subsp. canina","Agrostis canina subsp. canina","6084680","EXACT","99","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis","Agrostis canina"
,"Agrostis capillaris","Agrostis capillaris L.","2706490","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis","Agrostis capillaris"
,"Agrostis capillaris L.","Agrostis capillaris L.","2706490","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis","Agrostis capillaris"
,"Agrostis gigantea","Agrostis gigantea Roth","2706541","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis","Agrostis gigantea"
,"Agrostis gigantea Roth","Agrostis gigantea Roth","2706541","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis","Agrostis gigantea"
,"Agrostis nebulosa Boiss. & Reut.","Agrostis nebulosa Boiss. & Reut.","2706457","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis","Agrostis nebulosa"
,"Agrostis scabra Willd.","Agrostis scabra Willd.","2706444","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Agrostis","Agrostis scabra"
,"Ailanthus altissima (Mill.) Swingle","Ailanthus altissima (Miller) Swingle","3190653","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Simaroubaceae","Ailanthus","Ailanthus altissima"
,"Aira elegantissima","Aira elegantissima Schur","5289579","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Aira","Aira elegantissima"
,"Ajuga chamaepitys","Ajuga chamaepitys (L.) Schreb.","2927080","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Ajuga","Ajuga chamaepitys"
,"Ajuga reptans L.","Ajuga reptans L.","2927078","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Ajuga","Ajuga reptans"
,"Akebia quinata (Thunb. ex Houtt.) Decne.","Akebia quinata (Houtt.) Decne.","3033965","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Lardizabalaceae","Akebia","Akebia quinata"
,"Albizia chinensis (Osbeck) Merr.","Albizia chinensis (Osbeck) Merr.","2973197","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Albizia","Albizia chinensis"
,"Albizia julibrissin Durass.","Albizia julibrissin Durazz.","2972983","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Albizia","Albizia julibrissin"
,"Albizia julibrissin Durazz.","Albizia julibrissin Durazz.","2972983","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Albizia","Albizia julibrissin"
,"Alchemilla arvensis (L.) Scop.","Alchemilla arvensis (L.) Scop.","3012037","EXACT","100","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Aphanes","Aphanes arvensis"
,"Aletris farinosa L.","Aletris farinosa L.","2756106","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Dioscoreales","Nartheciaceae","Aletris","Aletris farinosa"
,"Alisma plantago-aquatica L.","Alisma plantago-aquatica L.","2865100","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Alismatales","Alismataceae","Alisma","Alisma plantago-aquatica"
,"Alliaria petiolata","Alliaria petiolata (M.Bieb.) Cavara & Grande","5376075","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Alliaria","Alliaria petiolata"
,"Alliaria petiolata (M. Bieb.) Cavara & Grande","Alliaria petiolata (M.Bieb.) Cavara & Grande","5376075","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Alliaria","Alliaria petiolata"
,"Alliaria petiolata (M.Bieb.) Cavara & Grande","Alliaria petiolata (M.Bieb.) Cavara & Grande","5376075","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Alliaria","Alliaria petiolata"
,"Allium aflatunense B. Fedtsch.","Allium aflatunense B.Fedtsch.","2857779","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium aflatunense"
,"Allium aflatunense B.Fedtsch.","Allium aflatunense B.Fedtsch.","2857779","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium aflatunense"
,"Allium aflatunense B.Fedtsch. non hort.","Allium aflatunense B.Fedtsch.","2857779","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium aflatunense"
,"Allium altaicum Pall.","Allium altaicum Pall.","2856860","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium altaicum"
,"Allium ampeloprasum","Allium ampeloprasum L.","2856037","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium ampeloprasum"
,"Allium ampeloprasum ampeloprasum","Allium ampeloprasum f. ampeloprasum","7327017","EXACT","99","ACCEPTED","FORM","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium ampeloprasum"
,"Allium ampeloprasum Borrer","Allium ampeloprasum L.","2856037","EXACT","84","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium ampeloprasum"
,"Allium ampeloprasum kurrat group","Allium ampeloprasum L.","2856037","HIGHERRANK","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium ampeloprasum"
,"Allium ampeloprasum L.","Allium ampeloprasum L.","2856037","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium ampeloprasum"
,"Allium ampeloprasum L. group kurrat","Allium ampeloprasum L.","2856037","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium ampeloprasum"
,"Allium ampeloprasum L. subsp. ampeloprasum (great headed garlic group) L.","Allium ampeloprasum subsp. ampeloprasum","9014811","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium ampeloprasum"
,"Allium ampeloprasum L. subsp. ampeloprasum (leek group) L.","Allium ampeloprasum subsp. ampeloprasum","9014811","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium ampeloprasum"
,"Allium ampeloprasum L. subsp. ampeloprasum (pearl onion group) L.","Allium ampeloprasum subsp. ampeloprasum","9014811","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium ampeloprasum"
,"Allium ampeloprasum L. var. ampeloprasum","Allium ampeloprasum f. ampeloprasum","7327017","EXACT","98","ACCEPTED","FORM","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium ampeloprasum"
,"Allium ampeloprasum L. var. babingtonii (Borr.) Syme","Allium ampeloprasum var. babingtonii (Borrer) Syme","2856494","EXACT","100","SYNONYM","VARIETY","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium ampeloprasum"
,"Allium ampeloprasum leek group","Allium ampeloprasum L.","2856037","HIGHERRANK","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium ampeloprasum"
,"Allium bourgeaui Rech.f. subsp. bourgeaui","Allium bourgeaui subsp. bourgeaui","7070103","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium bourgeaui"
