originalId,originalName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species
,"Alchornea castaneifolia","Alchornea castaneifolia (Humb. & Bonpl. ex Willd.) A.Juss.","3055543","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Alchornea","Alchornea castaneifolia"
,"Alchornea cordifolia","Alchornea cordifolia (Schumach. & Thonn.) Müll.Arg.","3055371","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Alchornea","Alchornea cordifolia"
,"Alchornea floribunda","Alchornea floribunda Müll.Arg.","3055490","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Alchornea","Alchornea floribunda"
,"Alchornea rugosa","Alchornea rugosa (Lour.) Müll.Arg.","3055402","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Alchornea","Alchornea rugosa"
,"Alchornea tiliifolia","Alchornea tiliifolia (Benth.) Müll.Arg.","3055471","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Alchornea","Alchornea tiliifolia"
,"Alectra chitrakutensis","Alectra chitrakutensis (M. A. Rau) R. Prasad & R. D. Dixit","4933396","EXACT","99","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra parasitica"
,"Alectra spp.","Alectra Thunb.","3172194","EXACT","85","ACCEPTED","GENUS","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra",
,"Alectra vogelii","Alectra vogelii Benth.","3724340","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Alectra","Alectra vogelii"
,"Alectryon excelsus","Alectryon excelsus Gaertn.","7102475","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Alectryon","Alectryon excelsus"
,"Alectryon oleifolius","Alectryon oleifolius (Desf.) S. T. Reynolds","7265069","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Alectryon","Alectryon oleifolius"
,"Alepidea amatymbica","Alepidea amatymbica Eckl. & Zeyh.","3633432","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Alepidea","Alepidea amatymbica"
,"Aletris farinosa","Aletris farinosa L.","2756106","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Dioscoreales","Nartheciaceae","Aletris","Aletris farinosa"
,"Aleurites moluccanus","Aleurites moluccanus (L.) Willd.","4930679","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Aleurites","Aleurites moluccanus"
,"Alhagi graecorum","Alhagi graecorum Boiss.","2945091","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Alhagi","Alhagi graecorum"
,"Alhagi maurorum","Alhagi maurorum Medik.","2945092","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Alhagi","Alhagi maurorum"
,"Alibertia edulis","Alibertia edulis (Rich.) A.Rich. ex DC.","5335670","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","Alibertia","Alibertia edulis"
,"Alisma canaliculatum","Alisma canaliculatum A.Braun & C.D.Bouché","2865128","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Alismatales","Alismataceae","Alisma","Alisma canaliculatum"
,"Alisma lanceolatum","Alisma lanceolatum With.","2865125","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Alismatales","Alismataceae","Alisma","Alisma lanceolatum"
,"Alisma orientale","Alisma orientale (Sam.) Juz.","2865103","EXACT","99","SYNONYM","SPECIES","Plantae","Tracheophyta","Liliopsida","Alismatales","Alismataceae","Alisma","Alisma plantago-aquatica"
,"Alisma plantago-aquatica","Alisma plantago-aquatica L.","2865100","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Alismatales","Alismataceae","Alisma","Alisma plantago-aquatica"
,"Alkanna tinctoria","Alkanna tinctoria Tausch","5341257","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","Alkanna","Alkanna tinctoria"
,"Allagoptera arenaria","Allagoptera arenaria (Gomes) Kuntze","2732040","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Allagoptera","Allagoptera arenaria"
,"Allamanda blanchetii","Allamanda blanchetii A. DC.","3169835","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Allamanda","Allamanda blanchetii"
,"Allamanda cathartica","Allamanda cathartica L.","3169836","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Allamanda","Allamanda cathartica"
,"Allamanda schottii","Allamanda schottii Pohl","3169838","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Apocynaceae","Allamanda","Allamanda schottii"
,"Allanblackia floribunda","Allanblackia floribunda Oliv.","3713174","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Clusiaceae","Allanblackia","Allanblackia floribunda"
,"Allanblackia parviflora","Allanblackia parviflora A. Chevalier","3713136","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Clusiaceae","Allanblackia","Allanblackia parviflora"
,"Allanblackia stuhlmannii","Allanblackia stuhlmannii (Engl.) Engl.","3713122","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Clusiaceae","Allanblackia","Allanblackia stuhlmannii"
,"Allardia glabra","Allardia glabra Decne.","5406269","EXACT","99","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Waldheimia","Waldheimia glabra"
,"Alliaria petiolata","Alliaria petiolata (M.Bieb.) Cavara & Grande","5376075","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","Alliaria","Alliaria petiolata"
,"Allium aflatunense","Allium aflatunense B.Fedtsch.","2857779","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium aflatunense"
,"Allium albidum","Allium L.","2771359","HIGHERRANK","96","ACCEPTED","GENUS","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium",
,"Allium altaicum","Allium altaicum Pall.","2856860","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium altaicum"
,"Allium altyncolicum","Allium altyncolicum N.Friesen","2856817","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium altyncolicum"
,"Allium ampeloprasum","Allium ampeloprasum L.","2856037","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium ampeloprasum"
,"Allium ampeloprasum var. ampeloprasum","Allium ampeloprasum f. ampeloprasum","7327017","EXACT","98","ACCEPTED","FORM","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium ampeloprasum"
,"Allium ampeloprasum var. babingtonii","Allium ampeloprasum var. babingtonii (Borrer) Syme","2856494","EXACT","99","SYNONYM","VARIETY","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium ampeloprasum"
,"Allium angulosum","Allium angulosum L.","2855717","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium angulosum"
,"Allium asarense","Allium asarense R.M.Fritsch & Matin","2856608","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium asarense"
,"Allium atropurpureum","Allium atropurpureum Waldst. & Kit.","2856009","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium atropurpureum"
,"Allium atroviolaceum","Allium atroviolaceum Boiss.","2857640","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium atroviolaceum"
,"Allium auriculatum","Allium auriculatum Kunth","2857738","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium auriculatum"
,"Allium bourgeaui","Allium bourgeaui Rech.f.","2855790","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium bourgeaui"
,"Allium bourgeaui subsp. bourgeaui","Allium bourgeaui subsp. bourgeaui","7070103","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium bourgeaui"
,"Allium bourgeaui subsp. creticum","Allium bourgeaui subsp. creticum Bothmer","2855793","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium bourgeaui"
,"Allium bourgeaui subsp. cycladicum","Allium bourgeaui subsp. cycladicum Bothmer","2855791","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium bourgeaui"
,"Allium bulgaricum","Allium bulgaricum (Janka) Prodán","2856207","EXACT","99","SYNONYM","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium siculum"
,"Allium caeruleum","Allium caeruleum Pall.","2856061","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium caeruleum"
,"Allium caesium","Allium caesium Schrenk","2857092","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium caesium"
,"Allium canadense","Allium canadense L.","2855611","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium canadense"
,"Allium carinatum subsp. pulchellum","Allium carinatum subsp. pulchellum (G.Don) Bonnier & Layens","2855994","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium carinatum"
,"Allium carolinianum","Allium carolinianum Redouté","8410853","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium carolinianum"
,"Allium cernuum","Allium cernuum Roth","2856745","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium cernuum"
,"Allium chinense","Allium chinense G.Don","2856307","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium chinense"
,"Allium commutatum","Allium commutatum Guss.","2855802","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium commutatum"
,"Allium cristophii","Allium cristophii Trautv.","2856780","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium cristophii"
,"Allium farctum","Allium farctum Wendelbo","2857348","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium farctum"
,"Allium flavum","Allium flavum L.","2856261","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium flavum"
,"Allium galanthum","Allium galanthum Kar. & Kir.","2857294","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium galanthum"
,"Allium giganteum","Allium giganteum Regel","2857111","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium giganteum"
,"Allium gunibicum","Allium gunibicum Miscz. ex Grossh.","2855749","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium gunibicum"
,"Allium hookeri","Allium hookeri Thwaites","2856878","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium hookeri"
,"Allium hymenorrhizum","Allium hymenorhizum Ledeb.","2856546","FUZZY","97","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium hymenorhizum"
,"Allium iranicum","Allium iranicum (Wendelbo) Wendelbo","2857746","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium iranicum"
,"Allium karataviense","Allium karataviense Regel","2856891","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium karataviense"
,"Allium karelinii","Allium karelinii Poljak.","2856835","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium karelinii"
,"Allium lineare","Allium lineare L.","2856148","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium lineare"
,"Allium longicuspis","Allium longicuspis Regel","2856690","EXACT","99","SYNONYM","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium sativum"
,"Allium macrostemon","Allium macrostemon Bunge","2857455","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium macrostemon"
,"Allium mairei","Allium mairei H.Lév.","2857326","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium mairei"
,"Allium moly","Allium moly L.","2855825","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium moly"
,"Allium neapolitanum","Allium neapolitanum Cirillo","2856348","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium neapolitanum"
,"Allium nigrum","Allium nigrum L.","2855823","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium nigrum"
,"Allium nutans","Allium nutans L.","2857498","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium nutans"
,"Allium obliquum","Allium obliquum L.","2857444","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium obliquum"
,"Allium oleraceum","Allium oleraceum L.","2857071","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium oleraceum"
,"Allium oreophilum","Allium oreophilum C.A.Mey.","2856614","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium oreophilum"
,"Allium oschaninii","Allium oschaninii O.Fedtsch.","2856370","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium oschaninii"
,"Allium paniculatum","Allium paniculatum L.","2856288","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium paniculatum"
,"Allium paradoxum","Allium paradoxum (M.Bieb.) G.Don","2857017","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium paradoxum"
,"Allium polyanthum","Allium polyanthum Schult. & Schult.f.","2857398","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium polyanthum"
,"Allium praemixtum","Allium praemixtum Vved.","2856949","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium praemixtum"
,"Allium pskemense","Allium pskemense B.Fedtsch.","2856107","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium pskemense"
,"Allium pyrenaicum","Allium pyrenaicum Costa & Vayr.","2857748","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium pyrenaicum"
,"Allium ramosum","Allium ramosum L.","2857449","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium ramosum"
,"Allium rhabdotum","Allium rhabdotum Stearn","2857098","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium rhabdotum"
,"Allium rosenbachianum","Allium rosenbachianum Regel","2856596","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium rosenbachianum"
,"Allium roseum","Allium roseum L.","2855893","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium roseum"
,"Allium rotundum subsp. rotundum","Allium rotundum subsp. rotundum","6549614","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium rotundum"
,"Allium roylei","Allium roylei Stearn","2857921","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium roylei"
,"Allium saxatile","Allium saxatile M.Bieb.","2855937","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium saxatile"
,"Allium scabriscapum","Allium scabriscapum Boiss.","2856244","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium scabriscapum"
,"Allium schoenoprasum","Allium schoenoprasum L.","2855860","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium schoenoprasum"
,"Allium schubertii","Allium schubertii Zucc.","2857583","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium schubertii"
,"Allium scorodoprasum","Allium scorodoprasum L.","9177060","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium scorodoprasum"
,"Allium senescens","Allium senescens L.","2855719","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium senescens"
,"Allium sphaerocephalon","Allium sphaerocephalon L.","2857616","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium sphaerocephalon"
,"Allium stipitatum","Allium stipitatum Regel","2856593","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium stipitatum"
,"Allium stracheyi","Allium stracheyi Baker","2856337","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium stracheyi"
,"Allium tricoccum","Allium tricoccum Aiton","2856301","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium tricoccum"
,"Allium triquetrum","Allium triquetrum L.","2856457","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium triquetrum"
,"Allium truncatum","Allium truncatum (Feinbrun) Kollmann & D.Zohary","2856540","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium truncatum"
,"Allium tuberosum","Allium tuberosum Rottler ex Spreng.","2856297","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium tuberosum"
,"Allium unifolium","Allium unifolium Kellogg","2857829","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium unifolium"
,"Allium ursinum","Allium ursinum L.","2857601","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium ursinum"
,"Allium validum","Allium validum S.Watson","2857382","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium validum"
,"Allium vavilovii","Allium vavilovii Popov & Vved.","2857305","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium vavilovii"
,"Allium victorialis","Allium victorialis L.","2857132","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium victorialis"
,"Allium vineale","Allium vineale L.","7792960","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Amaryllidaceae","Allium","Allium vineale"
,"Allophylus cobbe","Allophylus cobbe (L.) Raeusch","5577818","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Allophylus","Allophylus cobbe"
,"Allophylus edulis","Allophylus edulis (A. St.-Hil., Cambessedes & A. Jussieu) Radlk. ex Warm.","7264964","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","Allophylus","Allophylus edulis"
,"Alloteropsis cimicina","Alloteropsis cimicina (L.) Stapf","2703273","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Alloteropsis","Alloteropsis cimicina"
,"Alloteropsis semialata","Alloteropsis semialata (R.Br.) Hitchc.","4109235","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Alloteropsis","Alloteropsis semialata"
,"Alloxylon flammeum","Alloxylon flammeum P.H. Weston & M.D. Crisp","3996070","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Proteales","Proteaceae","Alloxylon","Alloxylon flammeum"
,"Alnus acuminata subsp. acuminata","Alnus acuminata subsp. acuminata","7226594","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","Alnus","Alnus acuminata"
,"Alnus cordata","Alnus cordata (Loisel.) Duby","2876607","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","Alnus","Alnus cordata"
,"Alnus glutinosa","Alnus glutinosa (L.) Gaertn.","2876213","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","Alnus","Alnus glutinosa"
,"Alnus hirsuta","Alnus hirsuta (Spach) Rupr.","2876105","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","Alnus","Alnus hirsuta"
,"Alnus incana subsp. incana","Alnus incana subsp. incana","7226596","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","Alnus","Alnus incana"
,"Alnus incana subsp. rugosa","Alnus incana subsp. rugosa (Du Roi) R.T.Clausen","2876469","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","Alnus","Alnus incana"
,"Alnus incana subsp. tenuifolia","Alnus incana subsp. tenuifolia (Nutt.) Breitung","2876460","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","Alnus","Alnus incana"
,"Alnus japonica","Alnus japonica (Thunb.) Steud.","2876196","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","Alnus","Alnus japonica"
,"Alnus jorullensis","Alnus jorullensis Kunth","2876167","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","Alnus","Alnus jorullensis"
,"Alnus nepalensis","Alnus nepalensis D.Don","2876187","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","Alnus","Alnus nepalensis"
,"Alnus nitida","Alnus nitida (Spach) Endl.","2876550","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","Alnus","Alnus nitida"
,"Alnus rubra","Alnus rubra Bong.","2876176","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","Alnus","Alnus rubra"
,"Alnus serrulata","Alnus serrulata (Aiton) Willd.","2876528","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","Alnus","Alnus serrulata"
,"Alnus subcordata","Alnus subcordata C.A.Mey.","2876563","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","Alnus","Alnus subcordata"
,"Alnus viridis","Alnus viridis (Chaix) DC.","2876280","EXACT","98","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","Alnus","Alnus alnobetula"
,"Alnus viridis subsp. viridis","Alnus viridis (Chaix) DC.","2876280","HIGHERRANK","98","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fagales","Betulaceae","Alnus","Alnus alnobetula"
,"Alocasia alba","Alocasia alba Schott","5329896","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Alocasia","Alocasia alba"
,"Alocasia atropurpurea","Alocasia atropurpurea Engl.","5329963","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Alocasia","Alocasia atropurpurea"
,"Alocasia cucullata","Alocasia cucullata (Lour.) G.Don","5329867","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Alocasia","Alocasia cucullata"
,"Alocasia cuprea","Alocasia cuprea K.Koch","5329958","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Alismatales","Araceae","Alocasia","Alocasia cuprea"
